activity_id,report_date,spent_time
22,2020-01-11,480
22,2020-01-12,480
22,2020-01-13,360
22,2020-01-14,815
23,2020-01-14,360
23,2020-01-15,360
23,2020-01-16,420
23,2020-01-17,480
23,2020-01-18,420
23,2020-01-19,845
24,2020-01-19,360
24,2020-01-20,480
24,2020-01-21,480
24,2020-01-22,420
24,2020-01-23,420
24,2020-01-24,748
25,2020-01-24,360
25,2020-01-25,480
25,2020-01-26,480
25,2020-01-27,480
25,2020-01-28,360
25,2020-01-29,706
26,2020-01-29,360
26,2020-01-30,480
26,2020-01-31,420
26,2020-02-01,360
26,2020-02-02,480
26,2020-02-03,732
27,2020-02-03,420
27,2020-02-04,420
27,2020-02-05,480
27,2020-02-06,480
27,2020-02-07,360
27,2020-02-08,607
28,2020-02-08,480
28,2020-02-09,480
28,2020-02-10,360
28,2020-02-11,420
28,2020-02-12,420
28,2020-02-13,706
29,2020-02-13,420
29,2020-02-14,360
29,2020-02-15,480
29,2020-02-16,420
29,2020-02-17,360
29,2020-02-18,832
30,2020-02-18,420
30,2020-02-19,420
30,2020-02-20,420
30,2020-02-21,480
30,2020-02-22,480
30,2020-02-23,739
31,2020-02-23,420
31,2020-02-24,420
31,2020-02-25,420
31,2020-02-26,420
31,2020-02-27,420
31,2020-02-28,876
32,2020-02-28,360
32,2020-02-29,420
32,2020-03-01,480
32,2020-03-02,420
32,2020-03-03,480
32,2020-03-04,828
33,2020-03-04,420
33,2020-03-05,360
33,2020-03-06,420
33,2020-03-07,480
33,2020-03-08,480
33,2020-03-09,736
34,2020-03-09,480
34,2020-03-10,360
34,2020-03-11,420
34,2020-03-12,360
34,2020-03-13,360
34,2020-03-14,975
35,2020-03-14,360
35,2020-03-15,420
35,2020-03-16,360
35,2020-03-17,360
35,2020-03-18,360
35,2020-03-19,936
36,2020-03-19,480
36,2020-03-20,360
36,2020-03-21,420
36,2020-03-22,420
36,2020-03-23,360
36,2020-03-24,770
37,2020-03-24,480
37,2020-03-25,480
37,2020-03-26,420
37,2020-03-27,420
37,2020-03-28,360
37,2020-03-29,641
38,2020-03-29,480
38,2020-03-30,360
38,2020-03-31,420
38,2020-04-01,420
38,2020-04-02,420
38,2020-04-03,877
39,2020-04-03,480
39,2020-04-04,480
39,2020-04-05,480
39,2020-04-06,420
39,2020-04-07,420
39,2020-04-08,661
40,2020-04-08,480
40,2020-04-09,480
40,2020-04-10,420
40,2020-04-11,420
40,2020-04-12,480
40,2020-04-13,539
41,2020-04-13,420
41,2020-04-14,360
41,2020-04-15,420
41,2020-04-16,360
41,2020-04-17,480
41,2020-04-18,837
42,2020-04-18,360
42,2020-04-19,480
42,2020-04-20,360
42,2020-04-21,480
42,2020-04-22,420
42,2020-04-23,842
43,2020-04-23,420
43,2020-04-24,480
43,2020-04-25,480
43,2020-04-26,480
43,2020-04-27,420
43,2020-04-28,577
44,2020-04-28,360
44,2020-04-29,480
44,2020-04-30,480
44,2020-05-01,420
44,2020-05-02,480
44,2020-05-03,737
45,2020-05-03,360
45,2020-05-04,420
45,2020-05-05,360
45,2020-05-06,420
45,2020-05-07,360
45,2020-05-08,939
46,2020-05-08,360
46,2020-05-09,420
46,2020-05-10,480
46,2020-05-11,360
46,2020-05-12,360
46,2020-05-13,869
47,2020-05-13,360
47,2020-05-14,420
47,2020-05-15,420
47,2020-05-16,480
47,2020-05-17,420
47,2020-05-18,733
48,2020-05-18,480
48,2020-05-19,360
48,2020-05-20,420
48,2020-05-21,480
48,2020-05-22,480
48,2020-05-23,636
49,2020-05-23,480
49,2020-05-24,360
49,2020-05-25,420
49,2020-05-26,360
49,2020-05-27,360
49,2020-05-28,1001
50,2020-05-28,360
50,2020-05-29,480
50,2020-05-30,480
50,2020-05-31,360
50,2020-06-01,480
50,2020-06-02,711
51,2020-06-02,360
51,2020-06-03,480
51,2020-06-04,480
51,2020-06-05,480
51,2020-06-06,360
51,2020-06-07,665
52,2020-06-07,420
52,2020-06-08,480
52,2020-06-09,420
52,2020-06-10,480
52,2020-06-11,420
52,2020-06-12,572
53,2020-06-12,420
53,2020-06-13,480
53,2020-06-14,480
53,2020-06-15,360
53,2020-06-16,420
53,2020-06-17,727
54,2020-06-17,480
54,2020-06-18,360
54,2020-06-19,480
54,2020-06-20,420
54,2020-06-21,480
54,2020-06-22,677
55,2020-06-22,480
55,2020-06-23,360
55,2020-06-24,480
55,2020-06-25,480
55,2020-06-26,480
55,2020-06-27,698
56,2020-06-27,360
56,2020-06-28,360
56,2020-06-29,420
56,2020-06-30,360
56,2020-07-01,480
56,2020-07-02,931
57,2020-07-02,420
57,2020-07-03,360
57,2020-07-04,360
57,2020-07-05,360
57,2020-07-06,420
57,2020-07-07,979
58,2020-07-07,480
58,2020-07-08,420
58,2020-07-09,420
58,2020-07-10,420
58,2020-07-11,360
58,2020-07-12,719
59,2020-07-12,360
59,2020-07-13,480
59,2020-07-14,420
59,2020-07-15,360
59,2020-07-16,420
59,2020-07-17,834
60,2020-07-17,360
60,2020-07-18,420
60,2020-07-19,480
60,2020-07-20,480
60,2020-07-21,480
60,2020-07-22,732
61,2020-10-16,480
61,2020-10-17,432
62,2020-10-17,360
62,2020-10-18,568
63,2020-10-18,480
63,2020-10-19,383
64,2020-10-19,360
64,2020-10-20,602
65,2020-10-20,480
65,2020-10-21,458
66,2020-10-21,480
66,2020-10-22,428
67,2020-10-22,480
67,2020-10-23,450
68,2020-10-23,420
68,2020-10-24,612
69,2020-10-24,480
69,2020-10-25,438
70,2020-10-25,360
70,2020-10-26,660
71,2020-10-26,420
71,2020-10-27,476
72,2020-10-27,420
72,2020-10-28,448
73,2020-10-28,480
73,2020-10-29,571
74,2020-10-29,420
74,2020-10-30,538
75,2020-10-30,360
75,2020-10-31,650
76,2020-10-31,420
76,2020-11-01,567
77,2020-11-01,480
77,2020-11-02,461
78,2020-11-02,360
78,2020-11-03,545
79,2020-11-03,480
79,2020-11-04,411
80,2020-11-04,420
80,2020-11-05,575
81,2020-04-15,480
81,2020-04-16,480
81,2020-04-17,360
81,2020-04-18,360
81,2020-04-19,360
81,2020-04-20,839
82,2020-04-20,480
82,2020-04-21,360
82,2020-04-22,420
82,2020-04-23,360
82,2020-04-24,360
82,2020-04-25,936
83,2020-04-25,420
83,2020-04-26,360
83,2020-04-27,480
83,2020-04-28,420
83,2020-04-29,360
83,2020-04-30,832
84,2020-04-30,420
84,2020-05-01,360
84,2020-05-02,480
84,2020-05-03,360
84,2020-05-04,480
84,2020-05-05,810
85,2020-05-05,420
85,2020-05-06,420
85,2020-05-07,420
85,2020-05-08,420
85,2020-05-09,480
85,2020-05-10,772
86,2020-05-10,360
86,2020-05-11,360
86,2020-05-12,360
86,2020-05-13,360
86,2020-05-14,420
86,2020-05-15,986
87,2020-05-15,420
87,2020-05-16,420
87,2020-05-17,480
87,2020-05-18,360
87,2020-05-19,480
87,2020-05-20,839
88,2020-05-20,360
88,2020-05-21,480
88,2020-05-22,480
88,2020-05-23,360
88,2020-05-24,360
88,2020-05-25,911
89,2020-05-25,360
89,2020-05-26,420
89,2020-05-27,480
89,2020-05-28,420
89,2020-05-29,420
89,2020-05-30,887
90,2020-05-30,480
90,2020-05-31,360
90,2020-06-01,480
90,2020-06-02,420
90,2020-06-03,480
90,2020-06-04,678
91,2020-06-04,360
91,2020-06-05,480
91,2020-06-06,360
91,2020-06-07,420
91,2020-06-08,420
91,2020-06-09,852
92,2020-06-09,360
92,2020-06-10,480
92,2020-06-11,360
92,2020-06-12,360
92,2020-06-13,420
92,2020-06-14,859
93,2020-06-14,360
93,2020-06-15,360
93,2020-06-16,420
93,2020-06-17,360
93,2020-06-18,420
93,2020-06-19,927
94,2020-06-19,360
94,2020-06-20,420
94,2020-06-21,360
94,2020-06-22,420
94,2020-06-23,420
94,2020-06-24,922
95,2020-06-24,420
95,2020-06-25,360
95,2020-06-26,360
95,2020-06-27,360
95,2020-06-28,360
95,2020-06-29,1048
96,2020-06-29,480
96,2020-06-30,480
96,2020-07-01,480
96,2020-07-02,420
96,2020-07-03,360
96,2020-07-04,592
97,2020-07-04,480
97,2020-07-05,360
97,2020-07-06,420
97,2020-07-07,360
97,2020-07-08,480
97,2020-07-09,839
98,2020-07-09,360
98,2020-07-10,360
98,2020-07-11,420
98,2020-07-12,480
98,2020-07-13,420
98,2020-07-14,871
99,2020-07-14,420
99,2020-07-15,420
99,2020-07-16,420
99,2020-07-17,480
99,2020-07-18,480
99,2020-07-19,711
100,2020-07-19,480
100,2020-07-20,480
100,2020-07-21,480
100,2020-07-22,420
100,2020-07-23,480
100,2020-07-24,623
101,2020-07-24,360
101,2020-07-25,480
101,2020-07-26,360
101,2020-07-27,480
101,2020-07-28,360
101,2020-07-29,722
102,2020-07-29,360
102,2020-07-30,420
102,2020-07-31,360
102,2020-08-01,480
102,2020-08-02,480
102,2020-08-03,775
103,2020-08-03,360
103,2020-08-04,480
103,2020-08-05,480
103,2020-08-06,480
103,2020-08-07,480
103,2020-08-08,570
104,2020-08-08,480
104,2020-08-09,480
104,2020-08-10,420
104,2020-08-11,360
104,2020-08-12,420
104,2020-08-13,800
105,2020-08-13,360
105,2020-08-14,360
105,2020-08-15,480
105,2020-08-16,480
105,2020-08-17,420
105,2020-08-18,855
106,2020-08-18,420
106,2020-08-19,480
106,2020-08-20,480
106,2020-08-21,420
106,2020-08-22,420
106,2020-08-23,567
107,2020-08-23,480
107,2020-08-24,360
107,2020-08-25,360
107,2020-08-26,480
107,2020-08-27,420
107,2020-08-28,767
108,2020-08-28,360
108,2020-08-29,360
108,2020-08-30,480
108,2020-08-31,360
108,2020-09-01,360
108,2020-09-02,964
109,2020-09-02,360
109,2020-09-03,360
109,2020-09-04,360
109,2020-09-05,360
109,2020-09-06,360
109,2020-09-07,1023
110,2020-09-07,480
110,2020-09-08,420
110,2020-09-09,480
110,2020-09-10,420
110,2020-09-11,420
110,2020-09-12,718
111,2020-09-12,480
111,2020-09-13,480
111,2020-09-14,480
111,2020-09-15,360
111,2020-09-16,420
111,2020-09-17,745
112,2020-09-17,360
112,2020-09-18,420
112,2020-09-19,480
112,2020-09-20,420
112,2020-09-21,360
112,2020-09-22,721
113,2020-09-22,480
113,2020-09-23,420
113,2020-09-24,420
113,2020-09-25,360
113,2020-09-26,480
113,2020-09-27,620
114,2020-09-27,360
114,2020-09-28,360
114,2020-09-29,480
114,2020-09-30,480
114,2020-10-01,480
114,2020-10-02,712
115,2020-10-02,420
115,2020-10-03,360
115,2020-10-04,360
115,2020-10-05,420
115,2020-10-06,420
115,2020-10-07,821
116,2020-10-07,360
116,2020-10-08,480
116,2020-10-09,480
116,2020-10-10,420
116,2020-10-11,420
116,2020-10-12,736
117,2020-10-12,480
117,2020-10-13,420
117,2020-10-14,480
117,2020-10-15,420
117,2020-10-16,420
117,2020-10-17,678
118,2020-10-17,420
118,2020-10-18,360
118,2020-10-19,480
118,2020-10-20,480
118,2020-10-21,480
118,2020-10-22,634
119,2020-10-22,420
119,2020-10-23,360
119,2020-10-24,480
119,2020-10-25,420
119,2020-10-26,480
119,2020-10-27,661
120,2020-10-27,480
120,2020-10-28,360
120,2020-10-29,420
120,2020-10-30,480
120,2020-10-31,360
120,2020-11-01,667
121,2020-11-01,420
121,2020-11-02,420
121,2020-11-03,360
121,2020-11-04,360
121,2020-11-05,420
121,2020-11-06,970
122,2020-11-06,480
122,2020-11-07,420
122,2020-11-08,360
122,2020-11-09,480
122,2020-11-10,360
122,2020-11-11,704
123,2020-11-11,360
123,2020-11-12,360
123,2020-11-13,360
123,2020-11-14,480
123,2020-11-15,360
123,2020-11-16,844
124,2020-11-16,360
124,2020-11-17,420
124,2020-11-18,360
124,2020-11-19,420
124,2020-11-20,420
124,2020-11-21,890
125,2020-11-21,420
125,2020-11-22,360
125,2020-11-23,480
125,2020-11-24,480
125,2020-11-25,360
125,2020-11-26,849
126,2020-11-26,480
126,2020-11-27,360
126,2020-11-28,480
126,2020-11-29,420
126,2020-11-30,480
126,2020-12-01,601
127,2020-12-01,480
127,2020-12-02,480
127,2020-12-03,480
127,2020-12-04,480
127,2020-12-05,360
127,2020-12-06,654
128,2020-12-06,360
128,2020-12-07,360
128,2020-12-08,360
128,2020-12-09,480
128,2020-12-10,420
128,2020-12-11,1001
129,2020-12-11,480
129,2020-12-12,420
129,2020-12-13,480
129,2020-12-14,420
129,2020-12-15,360
129,2020-12-16,732
130,2020-12-16,480
130,2020-12-17,420
130,2020-12-18,360
130,2020-12-19,360
130,2020-12-20,360
130,2020-12-21,865
131,2020-12-21,420
131,2020-12-22,480
131,2020-12-23,360
131,2020-12-24,420
131,2020-12-25,360
131,2020-12-26,821
132,2020-12-26,360
132,2020-12-27,480
132,2020-12-28,420
132,2020-12-29,480
132,2020-12-30,420
132,2020-12-31,610
133,2020-12-31,480
133,2021-01-01,420
133,2021-01-02,360
133,2021-01-03,360
133,2021-01-04,420
133,2021-01-05,868
134,2021-01-05,480
134,2021-01-06,420
134,2021-01-07,480
134,2021-01-08,480
134,2021-01-09,360
134,2021-01-10,693
135,2021-01-10,360
135,2021-01-11,420
135,2021-01-12,360
135,2021-01-13,360
135,2021-01-14,360
135,2021-01-15,996
136,2021-01-15,480
136,2021-01-16,480
136,2021-01-17,360
136,2021-01-18,360
136,2021-01-19,480
136,2021-01-20,779
137,2021-01-20,420
137,2021-01-21,480
137,2021-01-22,420
137,2021-01-23,480
137,2021-01-24,480
137,2021-01-25,614
138,2021-01-25,360
138,2021-01-26,360
138,2021-01-27,360
138,2021-01-28,480
138,2021-01-29,480
138,2021-01-30,833
139,2021-01-30,420
139,2021-01-31,480
139,2021-02-01,480
139,2021-02-02,480
139,2021-02-03,420
139,2021-02-04,502
140,2021-02-04,480
140,2021-02-05,480
140,2021-02-06,420
140,2021-02-07,420
140,2021-02-08,360
140,2021-02-09,706
141,2020-10-28,480
141,2020-10-29,360
141,2020-10-30,548
142,2020-10-30,420
142,2020-10-31,420
142,2020-11-01,480
143,2020-11-01,420
143,2020-11-02,480
143,2020-11-03,586
144,2020-11-03,480
144,2020-11-04,480
144,2020-11-05,470
145,2020-11-05,420
145,2020-11-06,420
145,2020-11-07,603
146,2020-11-07,480
146,2020-11-08,480
146,2020-11-09,442
147,2020-11-09,360
147,2020-11-10,480
147,2020-11-11,527
148,2020-11-11,420
148,2020-11-12,360
148,2020-11-13,687
149,2020-11-13,360
149,2020-11-14,480
149,2020-11-15,584
150,2020-11-15,360
150,2020-11-16,420
150,2020-11-17,595
151,2020-11-17,480
151,2020-11-18,420
151,2020-11-19,576
152,2020-11-19,420
152,2020-11-20,420
152,2020-11-21,592
153,2020-11-21,480
153,2020-11-22,360
153,2020-11-23,694
154,2020-11-23,420
154,2020-11-24,360
154,2020-11-25,730
155,2020-11-25,480
155,2020-11-26,420
155,2020-11-27,611
156,2020-11-27,480
156,2020-11-28,360
156,2020-11-29,627
157,2020-11-29,360
157,2020-11-30,420
157,2020-12-01,678
158,2020-12-01,420
158,2020-12-02,420
158,2020-12-03,515
159,2020-12-03,480
159,2020-12-04,420
159,2020-12-05,579
160,2020-12-05,360
160,2020-12-06,360
160,2020-12-07,795
161,2020-12-07,360
161,2020-12-08,480
161,2020-12-09,704
162,2020-12-09,360
162,2020-12-10,360
162,2020-12-11,724
163,2020-12-11,480
163,2020-12-12,360
163,2020-12-13,539
164,2020-12-13,360
164,2020-12-14,360
164,2020-12-15,673
165,2020-12-15,360
165,2020-12-16,480
165,2020-12-17,546
166,2020-12-17,480
166,2020-12-18,360
166,2020-12-19,564
167,2020-12-19,360
167,2020-12-20,360
167,2020-12-21,740
168,2020-12-21,480
168,2020-12-22,420
168,2020-12-23,438
169,2020-12-23,360
169,2020-12-24,360
169,2020-12-25,755
170,2020-12-25,420
170,2020-12-26,480
170,2020-12-27,506
171,2019-07-28,420
171,2019-07-29,480
171,2019-07-30,480
171,2019-07-31,360
171,2019-08-01,420
171,2019-08-02,686
172,2019-08-02,480
172,2019-08-03,360
172,2019-08-04,420
172,2019-08-05,480
172,2019-08-06,420
172,2019-08-07,690
173,2019-08-07,420
173,2019-08-08,420
173,2019-08-09,480
173,2019-08-10,420
173,2019-08-11,480
173,2019-08-12,676
174,2019-08-12,480
174,2019-08-13,420
174,2019-08-14,480
174,2019-08-15,480
174,2019-08-16,360
174,2019-08-17,594
175,2019-08-17,360
175,2019-08-18,480
175,2019-08-19,420
175,2019-08-20,420
175,2019-08-21,420
175,2019-08-22,762
176,2019-08-22,420
176,2019-08-23,420
176,2019-08-24,420
176,2019-08-25,420
176,2019-08-26,360
176,2019-08-27,780
177,2019-08-27,480
177,2019-08-28,360
177,2019-08-29,480
177,2019-08-30,360
177,2019-08-31,480
177,2019-09-01,777
178,2019-09-01,480
178,2019-09-02,480
178,2019-09-03,360
178,2019-09-04,420
178,2019-09-05,360
178,2019-09-06,735
179,2019-09-06,420
179,2019-09-07,420
179,2019-09-08,420
179,2019-09-09,480
179,2019-09-10,480
179,2019-09-11,691
180,2019-09-11,360
180,2019-09-12,420
180,2019-09-13,480
180,2019-09-14,480
180,2019-09-15,420
180,2019-09-16,621
181,2019-09-16,480
181,2019-09-17,360
181,2019-09-18,480
181,2019-09-19,420
181,2019-09-20,360
181,2019-09-21,712
182,2019-09-21,480
182,2019-09-22,360
182,2019-09-23,360
182,2019-09-24,420
182,2019-09-25,480
182,2019-09-26,692
183,2019-09-26,360
183,2019-09-27,480
183,2019-09-28,480
183,2019-09-29,420
183,2019-09-30,420
183,2019-10-01,665
184,2019-10-01,480
184,2019-10-02,360
184,2019-10-03,360
184,2019-10-04,420
184,2019-10-05,420
184,2019-10-06,727
185,2019-10-06,360
185,2019-10-07,360
185,2019-10-08,480
185,2019-10-09,360
185,2019-10-10,360
185,2019-10-11,1041
186,2019-10-11,480
186,2019-10-12,420
186,2019-10-13,420
186,2019-10-14,480
186,2019-10-15,480
186,2019-10-16,698
187,2019-10-16,360
187,2019-10-17,480
187,2019-10-18,360
187,2019-10-19,480
187,2019-10-20,420
187,2019-10-21,847
188,2019-10-21,480
188,2019-10-22,480
188,2019-10-23,420
188,2019-10-24,420
188,2019-10-25,480
188,2019-10-26,672
189,2019-10-26,480
189,2019-10-27,360
189,2019-10-28,480
189,2019-10-29,360
189,2019-10-30,480
189,2019-10-31,803
190,2019-10-31,360
190,2019-11-01,480
190,2019-11-02,360
190,2019-11-03,360
190,2019-11-04,480
190,2019-11-05,919
191,2019-11-05,360
191,2019-11-06,420
191,2019-11-07,360
191,2019-11-08,480
191,2019-11-09,480
191,2019-11-10,816
192,2019-11-10,420
192,2019-11-11,480
192,2019-11-12,480
192,2019-11-13,360
192,2019-11-14,480
192,2019-11-15,649
193,2019-11-15,360
193,2019-11-16,420
193,2019-11-17,420
193,2019-11-18,480
193,2019-11-19,480
193,2019-11-20,635
194,2019-11-20,480
194,2019-11-21,420
194,2019-11-22,480
194,2019-11-23,480
194,2019-11-24,420
194,2019-11-25,623
195,2019-11-25,420
195,2019-11-26,480
195,2019-11-27,420
195,2019-11-28,420
195,2019-11-29,480
195,2019-11-30,610
196,2019-11-30,360
196,2019-12-01,420
196,2019-12-02,420
196,2019-12-03,420
196,2019-12-04,360
196,2019-12-05,933
197,2019-12-05,420
197,2019-12-06,480
197,2019-12-07,480
197,2019-12-08,480
197,2019-12-09,420
197,2019-12-10,485
198,2019-12-10,480
198,2019-12-11,480
198,2019-12-12,420
198,2019-12-13,360
198,2019-12-14,420
198,2019-12-15,643
199,2019-12-15,360
199,2019-12-16,360
199,2019-12-17,420
199,2019-12-18,360
199,2019-12-19,360
199,2019-12-20,1029
200,2019-12-20,360
200,2019-12-21,360
200,2019-12-22,480
200,2019-12-23,360
200,2019-12-24,420
200,2019-12-25,922
201,2019-12-25,420
201,2019-12-26,420
201,2019-12-27,360
201,2019-12-28,420
201,2019-12-29,420
201,2019-12-30,825
202,2019-12-30,420
202,2019-12-31,480
202,2020-01-01,360
202,2020-01-02,420
202,2020-01-03,360
202,2020-01-04,952
203,2020-01-04,480
203,2020-01-05,420
203,2020-01-06,480
203,2020-01-07,480
203,2020-01-08,480
203,2020-01-09,541
204,2020-01-09,360
204,2020-01-10,480
204,2020-01-11,480
204,2020-01-12,420
204,2020-01-13,360
204,2020-01-14,843
205,2020-01-14,420
205,2020-01-15,480
205,2020-01-16,480
205,2020-01-17,480
205,2020-01-18,480
205,2020-01-19,554
206,2020-01-19,360
206,2020-01-20,420
206,2020-01-21,420
206,2020-01-22,360
206,2020-01-23,420
206,2020-01-24,917
207,2020-01-24,360
207,2020-01-25,420
207,2020-01-26,360
207,2020-01-27,480
207,2020-01-28,480
207,2020-01-29,706
208,2020-01-29,360
208,2020-01-30,480
208,2020-01-31,360
208,2020-02-01,480
208,2020-02-02,360
208,2020-02-03,886
209,2020-02-03,480
209,2020-02-04,360
209,2020-02-05,480
209,2020-02-06,360
209,2020-02-07,360
209,2020-02-08,939
210,2020-02-08,360
210,2020-02-09,360
210,2020-02-10,420
210,2020-02-11,420
210,2020-02-12,420
210,2020-02-13,869
211,2020-02-13,420
211,2020-02-14,360
211,2020-02-15,420
211,2020-02-16,360
211,2020-02-17,480
211,2020-02-18,801
212,2020-02-18,360
212,2020-02-19,420
212,2020-02-20,480
212,2020-02-21,480
212,2020-02-22,480
212,2020-02-23,718
213,2020-02-23,360
213,2020-02-24,480
213,2020-02-25,420
213,2020-02-26,360
213,2020-02-27,480
213,2020-02-28,807
214,2020-02-28,420
214,2020-02-29,360
214,2020-03-01,360
214,2020-03-02,360
214,2020-03-03,480
214,2020-03-04,877
215,2020-03-04,420
215,2020-03-05,360
215,2020-03-06,360
215,2020-03-07,420
215,2020-03-08,360
215,2020-03-09,1029
216,2020-03-09,420
216,2020-03-10,360
216,2020-03-11,480
216,2020-03-12,480
216,2020-03-13,480
216,2020-03-14,734
217,2020-03-14,420
217,2020-03-15,420
217,2020-03-16,480
217,2020-03-17,360
217,2020-03-18,360
217,2020-03-19,826
218,2020-03-19,420
218,2020-03-20,360
218,2020-03-21,360
218,2020-03-22,480
218,2020-03-23,360
218,2020-03-24,996
219,2020-03-24,420
219,2020-03-25,480
219,2020-03-26,480
219,2020-03-27,480
219,2020-03-28,360
219,2020-03-29,727
220,2020-03-29,360
220,2020-03-30,360
220,2020-03-31,360
220,2020-04-01,420
220,2020-04-02,420
220,2020-04-03,983
221,2020-04-03,420
221,2020-04-04,420
221,2020-04-05,360
221,2020-04-06,480
221,2020-04-07,480
221,2020-04-08,682
222,2020-04-08,420
222,2020-04-09,480
222,2020-04-10,420
222,2020-04-11,360
222,2020-04-12,420
222,2020-04-13,698
223,2020-04-13,480
223,2020-04-14,420
223,2020-04-15,360
223,2020-04-16,360
223,2020-04-17,360
223,2020-04-18,892
224,2020-04-18,360
224,2020-04-19,480
224,2020-04-20,420
224,2020-04-21,360
224,2020-04-22,480
224,2020-04-23,663
225,2020-04-23,420
225,2020-04-24,420
225,2020-04-25,480
225,2020-04-26,360
225,2020-04-27,480
225,2020-04-28,688
226,2020-04-28,480
226,2020-04-29,360
226,2020-04-30,480
226,2020-05-01,420
226,2020-05-02,360
226,2020-05-03,875
227,2020-05-03,480
227,2020-05-04,480
227,2020-05-05,420
227,2020-05-06,360
227,2020-05-07,360
227,2020-05-08,878
228,2020-05-08,420
228,2020-05-09,420
228,2020-05-10,420
228,2020-05-11,420
228,2020-05-12,420
228,2020-05-13,843
229,2020-05-13,480
229,2020-05-14,480
229,2020-05-15,360
229,2020-05-16,420
229,2020-05-17,360
229,2020-05-18,845
230,2020-05-18,420
230,2020-05-19,420
230,2020-05-20,480
230,2020-05-21,480
230,2020-05-22,480
230,2020-05-23,609
231,2015-05-25,360
231,2015-05-26,420
231,2015-05-27,711
232,2015-05-27,480
232,2015-05-28,420
232,2015-05-29,427
233,2015-05-29,360
233,2015-05-30,480
233,2015-05-31,497
234,2015-05-31,420
234,2015-06-01,360
234,2015-06-02,705
235,2015-06-02,480
235,2015-06-03,420
235,2015-06-04,441
236,2015-06-04,360
236,2015-06-05,360
236,2015-06-06,824
237,2015-06-06,480
237,2015-06-07,480
237,2015-06-08,482
238,2015-06-08,480
238,2015-06-09,360
238,2015-06-10,494
239,2015-06-10,360
239,2015-06-11,360
239,2015-06-12,617
240,2015-06-12,480
240,2015-06-13,480
240,2015-06-14,442
241,2015-06-14,360
241,2015-06-15,420
241,2015-06-16,777
242,2015-06-16,480
242,2015-06-17,360
242,2015-06-18,509
243,2015-06-18,420
243,2015-06-19,480
243,2015-06-20,569
244,2015-06-20,480
244,2015-06-21,480
244,2015-06-22,498
245,2015-06-22,420
245,2015-06-23,480
245,2015-06-24,660
246,2015-06-24,360
246,2015-06-25,420
246,2015-06-26,574
247,2015-06-26,360
247,2015-06-27,480
247,2015-06-28,523
248,2015-06-28,360
248,2015-06-29,360
248,2015-06-30,676
249,2015-06-30,420
249,2015-07-01,420
249,2015-07-02,703
250,2015-07-02,360
250,2015-07-03,420
